"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007EA","B05005_007M","B05005_007MA","B05005_008E","B05005_008EA","B05005_008M","B05005_008MA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012M","B05005_012MA","B05005_012EA","B05005_013E","B05005_013EA","B05005_013M","B05005_013MA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016M","B05005_016MA","B05005_016EA","B05005_017E","B05005_017M","B05005_017MA","B05005_017EA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019EA","B05005_019M","B05005_019MA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_TTL",
"0500000US25001","Barnstable County, Massachusetts","563","153","null","null","158","null","128","null","18","20","null","null","140","null","125","null","95","null","115","null","45","null","48","null","185","null","88","null","22","null","26","null","163","85","null","null","107","null","63","null","56","null","61","null","153","106","null","null","0","null","127","null","153","106","null","null","145","null","106","null","8","13","null","null","67","45","null","null","0","127","null","null","67","null","45","null","48","34","null","null","19","null","27","null","016","Chinese alone (410-419)",
"0500000US25005","Bristol County, Massachusetts","1117","267","null","null","223","null","114","null","29","32","null","null","194","null","112","null","134","null","106","null","60","null","46","null","468","null","159","null","0","null","127","null","468","159","null","null","246","null","128","null","222","null","117","null","246","156","null","null","0","null","127","null","246","156","null","null","203","null","145","null","43","37","null","null","180","88","null","null","29","33","null","null","151","null","82","null","119","68","null","null","32","null","48","null","016","Chinese alone (410-419)",
"0500000US25009","Essex County, Massachusetts","3523","487","null","null","1113","null","310","null","0","127","null","null","1113","null","310","null","350","null","127","null","763","null","270","null","1118","null","365","null","0","null","127","null","1118","365","null","null","645","null","225","null","473","null","263","null","557","168","null","null","13","null","22","null","544","165","null","null","527","null","153","null","17","25","null","null","735","192","null","null","13","29","null","null","722","null","187","null","722","187","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US25013","Hampden County, Massachusetts","932","281","null","null","331","null","175","null","7","9","null","null","324","null","174","null","86","null","52","null","238","null","160","null","214","null","83","null","0","null","127","null","214","83","null","null","110","null","65","null","104","null","57","null","250","141","null","null","16","null","24","null","234","140","null","null","224","null","137","null","10","18","null","null","137","80","null","null","0","127","null","null","137","null","80","null","93","59","null","null","44","null","67","null","016","Chinese alone (410-419)",
"0500000US25015","Hampshire County, Massachusetts","1402","276","null","null","765","null","228","null","0","127","null","null","765","null","228","null","85","null","58","null","680","null","229","null","416","null","128","null","17","null","29","null","399","127","null","null","305","null","109","null","94","null","53","null","107","84","null","null","0","null","127","null","107","84","null","null","101","null","85","null","6","12","null","null","114","64","null","null","0","127","null","null","114","null","64","null","114","64","null","null","0","null","127","null","016","Chinese alone (410-419)",
"0500000US25017","Middlesex County, Massachusetts","32244","1568","null","null","9895","null","1164","null","54","48","null","null","9841","null","1166","null","977","null","246","null","8864","null","1086","null","10285","null","921","null","109","null","64","null","10176","912","null","null","5058","null","614","null","5118","null","662","null","6840","786","null","null","11","null","17","null","6829","787","null","null","6194","null","743","null","635","173","null","null","5224","588","null","null","31","27","null","null","5193","null","586","null","5069","573","null","null","124","null","74","null","016","Chinese alone (410-419)",
"0500000US25021","Norfolk County, Massachusetts","19523","943","null","null","5940","null","937","null","121","70","null","null","5819","null","926","null","1054","null","293","null","4765","null","827","null","4730","null","600","null","29","null","34","null","4701","603","null","null","2990","null","485","null","1711","null","359","null","5268","659","null","null","85","null","76","null","5183","651","null","null","4484","null","601","null","699","201","null","null","3585","494","null","null","42","43","null","null","3543","null","497","null","3343","472","null","null","200","null","112","null","016","Chinese alone (410-419)",
"0500000US25023","Plymouth County, Massachusetts","1107","341","null","null","382","null","207","null","31","37","null","null","351","null","203","null","241","null","148","null","110","null","128","null","327","null","190","null","16","null","26","null","311","189","null","null","230","null","165","null","81","null","78","null","128","59","null","null","0","null","127","null","128","59","null","null","119","null","58","null","9","14","null","null","270","148","null","null","0","127","null","null","270","null","148","null","230","143","null","null","40","null","45","null","016","Chinese alone (410-419)",
"0500000US25025","Suffolk County, Massachusetts","18191","963","null","null","5967","null","844","null","134","87","null","null","5833","null","815","null","809","null","227","null","5024","null","737","null","5691","null","592","null","75","null","65","null","5616","577","null","null","3290","null","423","null","2326","null","453","null","3722","483","null","null","79","null","79","null","3643","469","null","null","2927","null","414","null","716","198","null","null","2811","418","null","null","45","46","null","null","2766","null","404","null","2427","388","null","null","339","null","167","null","016","Chinese alone (410-419)",
"0500000US25027","Worcester County, Massachusetts","5433","668","null","null","2162","null","514","null","39","39","null","null","2123","null","517","null","219","null","111","null","1904","null","494","null","1759","null","365","null","10","null","18","null","1749","362","null","null","785","null","226","null","964","null","259","null","972","213","null","null","0","null","127","null","972","213","null","null","819","null","219","null","153","86","null","null","540","151","null","null","37","45","null","null","503","null","153","null","491","152","null","null","12","null","18","null","016","Chinese alone (410-419)",
"0500000US26065","Ingham County, Michigan","3120","464","null","null","2225","null","412","null","20","31","null","null","2205","null","410","null","100","null","71","null","2105","null","404","null","395","null","122","null","0","null","109","null","395","122","null","null","117","null","58","null","278","null","107","null","351","153","null","null","0","null","109","null","351","153","null","null","281","null","118","null","70","65","null","null","149","79","null","null","0","109","null","null","149","null","79","null","149","79","null","null","0","null","109","null","016","Chinese alone (410-419)",
