"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007M","B05005_007MA","B05005_007EA","B05005_008E","B05005_008M","B05005_008MA","B05005_008EA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012EA","B05005_012M","B05005_012MA","B05005_013E","B05005_013M","B05005_013MA","B05005_013EA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016EA","B05005_016M","B05005_016MA","B05005_017E","B05005_017EA","B05005_017M","B05005_017MA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019M","B05005_019MA","B05005_019EA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_LABEL",
"0500000US24003","Anne Arundel County, Maryland","2059","463","null","null","83","null","69","null","0","28","null","null","83","null","69","null","0","null","28","null","83","null","69","null","752","280","null","null","75","84","null","null","677","273","null","null","281","null","153","null","396","null","190","null","526","null","182","null","0","28","null","null","526","182","null","null","440","null","156","null","86","null","71","null","698","null","187","null","0","28","null","null","698","187","null","null","647","179","null","null","51","null","46","null","016","Chinese alone (410-419)",
"0500000US24005","Baltimore County, Maryland","5436","783","null","null","813","null","251","null","0","28","null","null","813","null","251","null","63","null","58","null","750","null","242","null","1729","380","null","null","13","16","null","null","1716","379","null","null","541","null","166","null","1175","null","332","null","1145","null","289","null","45","44","null","null","1100","278","null","null","580","null","167","null","520","null","179","null","1749","null","386","null","8","14","null","null","1741","388","null","null","1436","320","null","null","305","null","156","null","016","Chinese alone (410-419)",
"0500000US24013","Carroll County, Maryland","245","117","null","null","46","null","48","null","0","28","null","null","46","null","48","null","7","null","24","null","39","null","41","null","91","54","null","null","0","28","null","null","91","54","null","null","50","null","45","null","41","null","36","null","40","null","40","null","5","11","null","null","35","39","null","null","35","null","39","null","0","null","28","null","68","null","48","null","0","28","null","null","68","48","null","null","58","47","null","null","10","null","14","null","016","Chinese alone (410-419)",
"0500000US24021","Frederick County, Maryland","1038","251","null","null","126","null","69","null","0","28","null","null","126","null","69","null","10","null","15","null","116","null","67","null","232","163","null","null","33","40","null","null","199","133","null","null","146","null","125","null","53","null","38","null","329","null","117","null","0","28","null","null","329","117","null","null","283","null","102","null","46","null","49","null","351","null","118","null","0","28","null","null","351","118","null","null","344","119","null","null","7","null","13","null","016","Chinese alone (410-419)",
"0500000US24025","Harford County, Maryland","668","234","null","null","59","null","56","null","0","28","null","null","59","null","56","null","44","null","51","null","15","null","22","null","121","103","null","null","0","28","null","null","121","103","null","null","85","null","84","null","36","null","43","null","170","null","106","null","0","28","null","null","170","106","null","null","108","null","73","null","62","null","63","null","318","null","158","null","0","28","null","null","318","158","null","null","285","145","null","null","33","null","36","null","016","Chinese alone (410-419)",
"0500000US24027","Howard County, Maryland","6154","708","null","null","581","null","224","null","38","56","null","null","543","null","196","null","32","null","36","null","511","null","187","null","1769","355","null","null","8","13","null","null","1761","358","null","null","339","null","97","null","1422","null","322","null","1863","null","344","null","11","14","null","null","1852","342","null","null","1260","null","252","null","592","null","193","null","1941","null","327","null","24","31","null","null","1917","329","null","null","1866","330","null","null","51","null","45","null","016","Chinese alone (410-419)",
"0500000US24031","Montgomery County, Maryland","31458","1242","null","null","2540","null","387","null","66","60","null","null","2474","null","384","null","144","null","64","null","2330","null","376","null","8189","824","null","null","261","126","null","null","7928","803","null","null","2416","null","381","null","5512","null","754","null","8766","null","650","null","94","65","null","null","8672","655","null","null","6709","null","591","null","1963","null","288","null","11963","null","832","null","173","100","null","null","11790","829","null","null","11099","750","null","null","691","null","256","null","016","Chinese alone (410-419)",
"0500000US24033","Prince George's County, Maryland","4770","495","null","null","1208","null","273","null","0","28","null","null","1208","null","273","null","31","null","44","null","1177","null","268","null","1534","251","null","null","16","21","null","null","1518","248","null","null","329","null","102","null","1189","null","224","null","888","null","190","null","6","10","null","null","882","189","null","null","709","null","150","null","173","null","96","null","1140","null","240","null","0","28","null","null","1140","240","null","null","1002","216","null","null","138","null","77","null","016","Chinese alone (410-419)",
"0500000US24037","St. Mary's County, Maryland","477","156","null","null","16","null","21","null","0","28","null","null","16","null","21","null","0","null","28","null","16","null","21","null","64","83","null","null","0","28","null","null","64","83","null","null","41","null","51","null","23","null","32","null","271","null","125","null","0","28","null","null","271","125","null","null","226","null","124","null","45","null","43","null","126","null","63","null","0","28","null","null","126","63","null","null","126","63","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US24510","Baltimore city, Maryland","2590","417","null","null","914","null","195","null","0","28","null","null","914","null","195","null","13","null","25","null","901","null","195","null","872","240","null","null","52","61","null","null","820","233","null","null","162","null","74","null","658","null","212","null","455","null","133","null","10","16","null","null","445","132","null","null","324","null","113","null","121","null","64","null","349","null","127","null","0","28","null","null","349","127","null","null","332","125","null","null","17","null","22","null","016","Chinese alone (410-419)",
"0500000US25001","Barnstable County, Massachusetts","616","214","null","null","70","null","55","null","0","28","null","null","70","null","55","null","6","null","16","null","64","null","52","null","264","166","null","null","20","28","null","null","244","158","null","null","142","null","93","null","102","null","109","null","84","null","58","null","0","28","null","null","84","58","null","null","69","null","41","null","15","null","37","null","198","null","95","null","7","11","null","null","191","92","null","null","179","91","null","null","12","null","16","null","016","Chinese alone (410-419)",
